D_pile,nb,x,y
1100,14,568.2,-139.4
1100,14,-518.6,-270.7
1100,14,-518.6,270.7
1100,14,518.6,270.7
1100,14,518.6,-270.7
1100,15,585,0
1100,15,-585,0
1100,15,268.6,519.7
1100,15,-268.6,519.7
1100,15,-268.6,-519.7
1100,15,268.6,-519.7
1100,15,-568.2,-139.4
1100,15,-568.2,139.4
1100,15,568.2,139.4
1100,15,568.2,-139.4
1100,15,-518.6,-270.7
1100,15,-518.6,270.7
1100,15,518.6,270.7
1100,15,518.6,-270.7
1100,15,585,0
1100,16,580.8,70.2
1100,16,-580.8,70.2
1100,16,580.8,-70.2
1100,16,-580.8,-70.2
1100,16,268.6,519.7
1100,16,-268.6,519.7
1100,16,-268.6,-519.7
1100,16,268.6,-519.7
1100,16,-547.3,-206.6
1100,16,-547.3,206.6
1100,16,547.3,206.6
1100,16,547.3,-206.6
1100,16,-482.3,-331
1100,16,-482.3,331
1100,16,482.3,331
1100,16,482.3,-331
1100,17,580.8,70.2
1100,17,-580.8,70.2
1100,17,580.8,-70.2
1100,17,-580.8,-70.2
1100,17,268.6,519.7
1100,17,-268.6,519.7
1100,17,-268.6,-519.7
1100,17,268.6,-519.7
1100,17,-547.3,-206.6
1100,17,-547.3,206.6
1100,17,547.3,206.6
1100,17,547.3,-206.6
1100,17,-482.3,-331
1100,17,-482.3,331
1100,17,482.3,331
1100,17,482.3,-331
1100,17,585,0
1100,18,585,0
1100,18,-585,0
1100,18,268.6,519.7
1100,18,-268.6,519.7
1100,18,-268.6,-519.7
1100,18,268.6,-519.7
1100,18,-568.2,-139.4
1100,18,-568.2,139.4
1100,18,568.2,139.4
1100,18,568.2,-139.4
1100,18,-518.6,-270.7
1100,18,-518.6,270.7
1100,18,518.6,270.7
1100,18,518.6,-270.7
1100,18,-439.1,-386.5
1100,18,-439.1,386.5
1100,18,439.1,386.5
1100,18,439.1,-386.5
1100,19,585,0
1100,19,-585,0
1100,19,244.6,531.4
1100,19,-244.6,531.4
1100,19,-244.6,-531.4
1100,19,244.6,-531.4
1100,19,-568.2,-139.4
1100,19,-568.2,139.4
1100,19,568.2,139.4
1100,19,568.2,-139.4
1100,19,-518.6,-270.7
1100,19,-518.6,270.7
1100,19,518.6,270.7
1100,19,518.6,-270.7
1100,19,-439.1,-386.5
1100,19,-439.1,386.5
1100,19,439.1,386.5
1100,19,439.1,-386.5
1100,19,585,0
1100,20,580.8,70.2
1100,20,-580.8,70.2
1100,20,580.8,-70.2
1100,20,-580.8,-70.2
1100,20,244.6,531.4
1100,20,-244.6,531.4
1100,20,-244.6,-531.4
1100,20,244.6,-531.4
1100,20,-547.3,-206.6
1100,20,-547.3,206.6
1100,20,547.3,206.6
1100,20,547.3,-206.6
1100,20,-482.3,-331
1100,20,-482.3,331
1100,20,482.3,331
1100,20,482.3,-331
1100,20,-389.6,-436.4
1100,20,-389.6,436.4
1100,20,389.6,436.4
1100,20,389.6,-436.4
1100,21,580.8,70.2
1100,21,-580.8,70.2
1100,21,580.8,-70.2
1100,21,-580.8,-70.2
1100,21,199.4,550
1100,21,-199.4,550
1100,21,-199.4,-550
1100,21,199.4,-550
1100,21,-547.3,-206.6
1100,21,-547.3,206.6
1100,21,547.3,206.6
1100,21,547.3,-206.6
1100,21,-482.3,-331
1100,21,-482.3,331
1100,21,482.3,331
1100,21,482.3,-331
1100,21,-389.6,-436.4
1100,21,-389.6,436.4
1100,21,389.6,436.4
1100,21,389.6,-436.4
1100,21,585,0
1100,22,585,0
1100,22,-585,0
1100,22,199.4,550
1100,22,-199.4,550
1100,22,-199.4,-550
1100,22,199.4,-550
1100,22,-568.2,-139.4
1100,22,-568.2,139.4
1100,22,568.2,139.4
1100,22,568.2,-139.4
1100,22,-518.6,-270.7
1100,22,-518.6,270.7
1100,22,518.6,270.7
1100,22,518.6,-270.7
1100,22,-439.1,-386.5
1100,22,-439.1,386.5
1100,22,439.1,386.5
1100,22,439.1,-386.5
1100,22,-334.4,-480
1100,22,-334.4,480
1100,22,334.4,480
1100,22,334.4,-480
1100,23,585,0
1100,23,-585,0
1100,23,125,571.5
1100,23,-125,571.5
1100,23,-125,-571.5
1100,23,125,-571.5
1100,23,-568.2,-139.4
1100,23,-568.2,139.4
1100,23,568.2,139.4
1100,23,568.2,-139.4
1100,23,-518.6,-270.7
1100,23,-518.6,270.7
1100,23,518.6,270.7
1100,23,518.6,-270.7
1100,23,-439.1,-386.5
1100,23,-439.1,386.5
1100,23,439.1,386.5
1100,23,439.1,-386.5
1100,23,-334.4,-480
1100,23,-334.4,480
1100,23,334.4,480
1100,23,334.4,-480
1100,23,585,0
1100,24,580.8,70.2
1100,24,-580.8,70.2
1100,24,580.8,-70.2
1100,24,-580.8,-70.2
1100,24,125,571.5
1100,24,-125,571.5
1100,24,-125,-571.5
1100,24,125,-571.5
1100,24,-547.3,-206.6
1100,24,-547.3,206.6
1100,24,547.3,206.6
1100,24,547.3,-206.6
1100,24,-482.3,-331
1100,24,-482.3,331
1100,24,482.3,331
1100,24,482.3,-331
1100,24,-389.6,-436.4
1100,24,-389.6,436.4
1100,24,389.6,436.4
1100,24,389.6,-436.4
1100,24,-274.4,-516.7
1100,24,-274.4,516.7
1100,24,274.4,516.7
1100,24,274.4,-516.7
1200,4,547.7,321.4
1200,4,-547.7,321.4
1200,4,-547.7,-321.4
1200,4,547.7,-321.4
1200,5,484.2,410.8
1200,5,-484.2,410.8
1200,5,-484.2,-410.8
1200,5,484.2,-410.8
1200,5,635,0
1200,6,635,0
1200,6,-635,0
1200,6,484.2,410.8
1200,6,-484.2,410.8
1200,6,-484.2,-410.8
1200,6,484.2,-410.8
1200,7,635,0
1200,7,-635,0
1200,7,428.6,468.5
1200,7,-428.6,468.5
1200,7,-428.6,-468.5
1200,7,428.6,-468.5
1200,7,635,0
1200,8,631.2,69.9
1200,8,-631.2,69.9
1200,8,631.2,-69.9
1200,8,-631.2,-69.9
1200,8,428.6,468.5
1200,8,-428.6,468.5
1200,8,-428.6,-468.5
1200,8,428.6,-468.5
1200,9,631.2,69.9
1200,9,-631.2,69.9
1200,9,631.2,-69.9
1200,9,-631.2,-69.9
1200,9,362.5,521.4
1200,9,-362.5,521.4
1200,9,-362.5,-521.4
1200,9,362.5,-521.4
1200,9,635,0
1200,10,635,0
1200,10,-635,0
1200,10,362.5,521.4
1200,10,-362.5,521.4
1200,10,-362.5,-521.4
1200,10,362.5,-521.4
1200,10,-619.6,-138.9
1200,10,-619.6,138.9
1200,10,619.6,138.9
1200,10,619.6,-138.9
1200,11,635,0
1200,11,-635,0
1200,11,291,564.4
1200,11,-291,564.4
1200,11,-291,-564.4
1200,11,291,-564.4
1200,11,-619.6,-138.9
1200,11,-619.6,138.9
1200,11,619.6,138.9
1200,11,619.6,-138.9
1200,11,635,0
1200,12,631.2,69.9
1200,12,-631.2,69.9
1200,12,631.2,-69.9
1200,12,-631.2,-69.9
1200,12,291,564.4
1200,12,-291,564.4
1200,12,-291,-564.4
1200,12,291,-564.4
1200,12,-600.6,-206.2
1200,12,-600.6,206.2
1200,12,600.6,206.2
1200,12,600.6,-206.2
1200,13,631.2,69.9
1200,13,-631.2,69.9
1200,13,631.2,-69.9
1200,13,-631.2,-69.9
1200,13,267.2,576
1200,13,-267.2,576
1200,13,-267.2,-576
1200,13,267.2,-576
1200,13,-600.6,-206.2
1200,13,-600.6,206.2
1200,13,600.6,206.2
1200,13,600.6,-206.2
1200,13,635,0
1200,14,635,0
1200,14,-635,0
1200,14,267.2,576
1200,14,-267.2,576
1200,14,-267.2,-576
1200,14,267.2,-576
1200,14,-619.6,-138.9
1200,14,-619.6,138.9
1200,14,619.6,138.9
1200,14,619.6,-138.9
1200,14,-574.3,-271
1200,14,-574.3,271
1200,14,574.3,271
1200,14,574.3,-271
1200,15,635,0
1200,15,-635,0
1200,15,240.8,587.6
1200,15,-240.8,587.6
1200,15,-240.8,-587.6
1200,15,240.8,-587.6
1200,15,-619.6,-138.9
1200,15,-619.6,138.9
1200,15,619.6,138.9
1200,15,619.6,-138.9
1200,15,-574.3,-271
1200,15,-574.3,271
1200,15,574.3,271
1200,15,574.3,-271
1200,15,635,0
1200,16,631.2,69.9
1200,16,-631.2,69.9
1200,16,631.2,-69.9
1200,16,-631.2,-69.9
1200,16,240.8,587.6
1200,16,-240.8,587.6
1200,16,-240.8,-587.6
1200,16,240.8,-587.6
1200,16,-600.6,-206.2
1200,16,-600.6,206.2
1200,16,600.6,206.2
1200,16,600.6,-206.2
1200,16,-541,-332.5
1200,16,-541,332.5
1200,16,541,332.5
1200,16,541,-332.5
1200,17,631.2,69.9
1200,17,-631.2,69.9
1200,17,631.2,-69.9
1200,17,-631.2,-69.9
1200,17,217,596.8
1200,17,-217,596.8
1200,17,-217,-596.8
1200,17,217,-596.8
1200,17,-600.6,-206.2
1200,17,-600.6,206.2
1200,17,600.6,206.2
1200,17,600.6,-206.2
1200,17,-541,-332.5
1200,17,-541,332.5
1200,17,541,332.5
1200,17,541,-332.5
1200,17,635,0
1200,18,635,0
1200,18,-635,0
1200,18,217,596.8
1200,18,-217,596.8
1200,18,-217,-596.8
1200,18,217,-596.8
1200,18,-619.6,-138.9
1200,18,-619.6,138.9
1200,18,619.6,138.9
1200,18,619.6,-138.9
1200,18,-574.3,-271
1200,18,-574.3,271
1200,18,574.3,271
1200,18,574.3,-271
1200,18,-501.1,-390
1200,18,-501.1,390
1200,18,501.1,390
1200,18,501.1,-390
1200,19,635,0
1200,19,-635,0
1200,19,267.2,576
1200,19,-267.2,576
1200,19,-267.2,-576
1200,19,267.2,-576
1200,19,-619.6,-138.9
1200,19,-619.6,138.9
1200,19,619.6,138.9
1200,19,619.6,-138.9
1200,19,-574.3,-271
1200,19,-574.3,271
1200,19,574.3,271
1200,19,574.3,-271
1200,19,-501.1,-390
1200,19,-501.1,390
1200,19,501.1,390
1200,19,501.1,-390
1200,19,635,0
1200,20,631.2,69.9
1200,20,-631.2,69.9
1200,20,631.2,-69.9
1200,20,-631.2,-69.9
1200,20,267.2,576
1200,20,-267.2,576
1200,20,-267.2,-576
1200,20,267.2,-576
1200,20,-600.6,-206.2
1200,20,-600.6,206.2
1200,20,600.6,206.2
1200,20,600.6,-206.2
1200,20,-541,-332.5
1200,20,-541,332.5
1200,20,541,332.5
1200,20,541,-332.5
1200,20,-455.2,-442.8
1200,20,-455.2,442.8
1200,20,455.2,442.8
1200,20,455.2,-442.8
1200,21,631.2,69.9
1200,21,-631.2,69.9
1200,21,631.2,-69.9
1200,21,-631.2,-69.9
1200,21,267.2,576
1200,21,-267.2,576
1200,21,-267.2,-576
1200,21,267.2,-576
1200,21,-600.6,-206.2
1200,21,-600.6,206.2
1200,21,600.6,206.2
1200,21,600.6,-206.2
1200,21,-541,-332.5
1200,21,-541,332.5
1200,21,541,332.5
1200,21,541,-332.5
1200,21,-455.2,-442.8
1200,21,-455.2,442.8
1200,21,455.2,442.8
1200,21,455.2,-442.8
1200,21,635,0
1200,22,635,0
1200,22,-635,0
1200,22,267.2,576
1200,22,-267.2,576
1200,22,-267.2,-576
1200,22,267.2,-576
1200,22,-619.6,-138.9
1200,22,-619.6,138.9
1200,22,619.6,138.9
1200,22,619.6,-138.9
1200,22,-574.3,-271
1200,22,-574.3,271
1200,22,574.3,271
1200,22,574.3,-271
1200,22,-501.1,-390
1200,22,-501.1,390
1200,22,501.1,390
1200,22,501.1,-390
1200,22,-403.7,-490.1
1200,22,-403.7,490.1
1200,22,403.7,490.1
1200,22,403.7,-490.1
1200,23,635,0
1200,23,-635,0
1200,23,217,596.8
1200,23,-217,596.8
1200,23,-217,-596.8
1200,23,217,-596.8
1200,23,-619.6,-138.9
1200,23,-619.6,138.9
1200,23,619.6,138.9
1200,23,619.6,-138.9
1200,23,-574.3,-271
1200,23,-574.3,271
1200,23,574.3,271
1200,23,574.3,-271
1200,23,-501.1,-390
1200,23,-501.1,390
1200,23,501.1,390
1200,23,501.1,-390
1200,23,-403.7,-490.1
1200,23,-403.7,490.1
1200,23,403.7,490.1
1200,23,403.7,-490.1
1200,23,635,0
1200,24,631.2,69.9
1200,24,-631.2,69.9
1200,24,631.2,-69.9
1200,24,-631.2,-69.9
1200,24,217,596.8
1200,24,-217,596.8
1200,24,-217,-596.8
1200,24,217,-596.8
1200,24,-600.6,-206.2
1200,24,-600.6,206.2
1200,24,600.6,206.2
1200,24,600.6,-206.2
1200,24,-541,-332.5
1200,24,-541,332.5
1200,24,541,332.5
1200,24,541,-332.5
1200,24,-455.2,-442.8
1200,24,-455.2,442.8
1200,24,455.2,442.8
1200,24,455.2,-442.8
1200,24,-347.4,-531.6
1200,24,-347.4,531.6
1200,24,347.4,531.6
1200,24,347.4,-531.6
1200,25,631.2,69.9
1200,25,-631.2,69.9
1200,25,631.2,-69.9
1200,25,-631.2,-69.9
1200,25,134.9,620.5
1200,25,-134.9,620.5
1200,25,-134.9,-620.5
1200,25,134.9,-620.5
1200,25,-600.6,-206.2
1200,25,-600.6,206.2
1200,25,600.6,206.2
1200,25,600.6,-206.2
1200,25,-541,-332.5
1200,25,-541,332.5
1200,25,541,332.5
1200,25,541,-332.5
1200,25,-455.2,-442.8
1200,25,-455.2,442.8
1200,25,455.2,442.8
1200,25,455.2,-442.8
1200,25,-347.4,-531.6
1200,25,-347.4,531.6
1200,25,347.4,531.6
1200,25,347.4,-531.6
1200,25,635,0
1200,26,635,0
1200,26,-635,0
1200,26,134.9,620.5
1200,26,-134.9,620.5
1200,26,-134.9,-620.5
1200,26,134.9,-620.5
1200,26,-619.6,-138.9
1200,26,-619.6,138.9
1200,26,619.6,138.9
1200,26,619.6,-138.9
1200,26,-574.3,-271
1200,26,-574.3,271
1200,26,574.3,271
1200,26,574.3,-271
1200,26,-501.1,-390
1200,26,-501.1,390
1200,26,501.1,390
1200,26,501.1,-390
1200,26,-403.7,-490.1
1200,26,-403.7,490.1
1200,26,403.7,490.1
1200,26,403.7,-490.1
1200,26,-286.8,-566.6
1200,26,-286.8,566.6
1200,26,286.8,566.6
1200,26,286.8,-566.6
1300,4,592.8,343.3
1300,4,-592.8,343.3
1300,4,-592.8,-343.3
1300,4,592.8,-343.3
1300,5,524.3,440.9
1300,5,-524.3,440.9
1300,5,-524.3,-440.9
1300,5,524.3,-440.9
1300,5,685,0
1300,6,685,0
1300,6,-685,0
1300,6,524.3,440.9
1300,6,-524.3,440.9
1300,6,-524.3,-440.9
1300,6,524.3,-440.9
1300,7,685,0
1300,7,-685,0
1300,7,461.1,506.6
1300,7,-461.1,506.6
1300,7,-461.1,-506.6
1300,7,461.1,-506.6
1300,7,685,0
1300,8,681.5,69.6
1300,8,-681.5,69.6
1300,8,681.5,-69.6
1300,8,-681.5,-69.6
1300,8,461.1,506.6
1300,8,-461.1,506.6
1300,8,-461.1,-506.6
1300,8,461.1,-506.6
1300,9,681.5,69.6
1300,9,-681.5,69.6
1300,9,681.5,-69.6
1300,9,-681.5,-69.6
1300,9,392.6,561.4
1300,9,-392.6,561.4
1300,9,-392.6,-561.4
1300,9,392.6,-561.4
1300,9,685,0
1300,10,685,0
1300,10,-685,0
1300,10,392.6,561.4
1300,10,-392.6,561.4
1300,10,-392.6,-561.4
1300,10,392.6,-561.4
1300,10,-670.9,-138.4
1300,10,-670.9,138.4
1300,10,670.9,138.4
1300,10,670.9,-138.4
1300,11,685,0
1300,11,-685,0
1300,11,316.2,607.7
1300,11,-316.2,607.7
1300,11,-316.2,-607.7
1300,11,316.2,-607.7
1300,11,-670.9,-138.4
1300,11,-670.9,138.4
1300,11,670.9,138.4
1300,11,670.9,-138.4
1300,11,685,0
1300,12,681.5,69.6
1300,12,-681.5,69.6
1300,12,681.5,-69.6
1300,12,-681.5,-69.6
1300,12,316.2,607.7
1300,12,-316.2,607.7
1300,12,-316.2,-607.7
1300,12,316.2,-607.7
1300,12,-653.4,-205.8
1300,12,-653.4,205.8
1300,12,653.4,205.8
1300,12,653.4,-205.8
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,370.1,-576.4
1300,13,685,0
1300,14,685,0
1300,14,-685,0
1300,14,260.8,633.4
1300,14,-260.8,633.4
1300,14,-260.8,-633.4
1300,14,260.8,-633.4
1300,14,-670.9,-138.4
1300,14,-670.9,138.4
1300,14,670.9,138.4
1300,14,670.9,-138.4
1300,14,-629.1,-271.1
1300,14,-629.1,271.1
1300,14,629.1,271.1
1300,14,629.1,-271.1
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,370.1,-576.4
1300,15,685,0
1300,16,681.5,69.6
1300,16,-681.5,69.6
1300,16,681.5,-69.6
1300,16,-681.5,-69.6
1300,16,239.8,641.7
1300,16,-239.8,641.7
1300,16,-239.8,-641.7
1300,16,239.8,-641.7
1300,16,-653.4,-205.8
1300,16,-653.4,205.8
1300,16,653.4,205.8
1300,16,653.4,-205.8
1300,16,-598.3,-333.6
1300,16,-598.3,333.6
1300,16,598.3,333.6
1300,16,598.3,-333.6
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,370.1,-576.4
1300,17,685,0
1300,18,685,0
1300,18,-685,0
1300,18,231.9,644.6
1300,18,-231.9,644.6
1300,18,-231.9,-644.6
1300,18,231.9,-644.6
1300,18,-670.9,-138.4
1300,18,-670.9,138.4
1300,18,670.9,138.4
1300,18,670.9,-138.4
1300,18,-629.1,-271.1
1300,18,-629.1,271.1
1300,18,629.1,271.1
1300,18,629.1,-271.1
1300,18,-561.4,-392.6
1300,18,-561.4,392.6
1300,18,561.4,392.6
1300,18,561.4,-392.6
1300,19,685,0
1300,19,-685,0
1300,19,287.2,621.9
1300,19,-287.2,621.9
1300,19,-287.2,-621.9
1300,19,287.2,-621.9
1300,19,-670.9,-138.4
1300,19,-670.9,138.4
1300,19,670.9,138.4
1300,19,670.9,-138.4
1300,19,-629.1,-271.1
1300,19,-629.1,271.1
1300,19,629.1,271.1
1300,19,629.1,-271.1
1300,19,-561.4,-392.6
1300,19,-561.4,392.6
1300,19,561.4,392.6
1300,19,561.4,-392.6
1300,19,685,0
1300,20,681.5,69.6
1300,20,-681.5,69.6
1300,20,681.5,-69.6
1300,20,-681.5,-69.6
1300,20,287.2,621.9
1300,20,-287.2,621.9
1300,20,-287.2,-621.9
1300,20,287.2,-621.9
1300,20,-653.4,-205.8
1300,20,-653.4,205.8
1300,20,653.4,205.8
1300,20,653.4,-205.8
1300,20,-598.3,-333.6
1300,20,-598.3,333.6
1300,20,598.3,333.6
1300,20,598.3,-333.6
1300,20,-518.6,-447.5
1300,20,-518.6,447.5
1300,20,518.6,447.5
1300,20,518.6,-447.5
1300,21,681.5,69.6
1300,21,-681.5,69.6
1300,21,681.5,-69.6
1300,21,-681.5,-69.6
1300,21,342.5,593.2
1300,21,-342.5,593.2
1300,21,-342.5,-593.2
1300,21,342.5,-593.2
1300,21,-653.4,-205.8
1300,21,-653.4,205.8
1300,21,653.4,205.8
1300,21,653.4,-205.8
1300,21,-598.3,-333.6
1300,21,-598.3,333.6
1300,21,598.3,333.6
1300,21,598.3,-333.6
1300,21,-518.6,-447.5
1300,21,-518.6,447.5
1300,21,518.6,447.5
1300,21,518.6,-447.5
1300,21,685,0
1300,22,685,0
1300,22,-685,0
1300,22,342.5,593.2
1300,22,-342.5,593.2
1300,22,-342.5,-593.2
1300,22,342.5,-593.2
1300,22,-670.9,-138.4
1300,22,-670.9,138.4
1300,22,670.9,138.4
1300,22,670.9,-138.4
1300,22,-629.1,-271.1
1300,22,-629.1,271.1
1300,22,629.1,271.1
1300,22,629.1,-271.1
1300,22,-561.4,-392.6
1300,22,-561.4,392.6
1300,22,561.4,392.6
1300,22,561.4,-392.6
1300,22,-470.5,-497.9
1300,22,-470.5,497.9
1300,22,470.5,497.9
1300,22,470.5,-497.9
1300,23,685,0
1300,23,-685,0
1300,23,287.2,621.9
1300,23,-287.2,621.9
1300,23,-287.2,-621.9
1300,23,287.2,-621.9
1300,23,-670.9,-138.4
1300,23,-670.9,138.4
1300,23,670.9,138.4
1300,23,670.9,-138.4
1300,23,-629.1,-271.1
1300,23,-629.1,271.1
1300,23,629.1,271.1
1300,23,629.1,-271.1
1300,23,-561.4,-392.6
1300,23,-561.4,392.6
1300,23,561.4,392.6
1300,23,561.4,-392.6
1300,23,-470.5,-497.9
1300,23,-470.5,497.9
1300,23,470.5,497.9
1300,23,470.5,-497.9
1300,23,685,0
1300,24,681.5,69.6
1300,24,-681.5,69.6
1300,24,681.5,-69.6
1300,24,-681.5,-69.6
1300,24,287.2,621.9
1300,24,-287.2,621.9
1300,24,-287.2,-621.9
1300,24,287.2,-621.9
1300,24,-653.4,-205.8
1300,24,-653.4,205.8
1300,24,653.4,205.8
1300,24,653.4,-205.8
1300,24,-598.3,-333.6
1300,24,-598.3,333.6
1300,24,598.3,333.6
1300,24,598.3,-333.6
1300,24,-518.6,-447.5
1300,24,-518.6,447.5
1300,24,518.6,447.5
1300,24,518.6,-447.5
1300,24,-417.5,-543.1
1300,24,-417.5,543.1
1300,24,417.5,543.1
1300,24,417.5,-543.1
1300,25,681.5,69.6
1300,25,-681.5,69.6
1300,25,681.5,-69.6
1300,25,-681.5,-69.6
1300,25,231.9,644.6
1300,25,-231.9,644.6
1300,25,-231.9,-644.6
1300,25,231.9,-644.6
1300,25,-653.4,-205.8
1300,25,-653.4,205.8
1300,25,653.4,205.8
1300,25,653.4,-205.8
1300,25,-598.3,-333.6
1300,25,-598.3,333.6
1300,25,598.3,333.6
1300,25,598.3,-333.6
1300,25,-518.6,-447.5
1300,25,-518.6,447.5
1300,25,518.6,447.5
1300,25,518.6,-447.5
1300,25,-417.5,-543.1
1300,25,-417.5,543.1
1300,25,417.5,543.1
1300,25,417.5,-543.1
1300,25,685,0
1300,26,685,0
1300,26,-685,0
1300,26,231.9,644.6
1300,26,-231.9,644.6
1300,26,-231.9,-644.6
1300,26,231.9,-644.6
1300,26,-670.9,-138.4
1300,26,-670.9,138.4
1300,26,670.9,138.4
1300,26,670.9,-138.4
1300,26,-629.1,-271.1
1300,26,-629.1,271.1
1300,26,629.1,271.1
1300,26,629.1,-271.1
1300,26,-561.4,-392.6
1300,26,-561.4,392.6
1300,26,561.4,392.6
1300,26,561.4,-392.6
1300,26,-470.5,-497.9
1300,26,-470.5,497.9
1300,26,470.5,497.9
1300,26,470.5,-497.9
1300,26,-360.2,-582.7
1300,26,-360.2,582.7
1300,26,360.2,582.7
1300,26,360.2,-582.7
1300,27,685,0
1300,27,-685,0
1300,27,147.5,668.9
1300,27,-147.5,668.9
1300,27,-147.5,-668.9
1300,27,147.5,-668.9
1300,27,-670.9,-138.4
1300,27,-670.9,138.4
1300,27,670.9,138.4
1300,27,670.9,-138.4
1300,27,-629.1,-271.1
1300,27,-629.1,271.1
1300,27,629.1,271.1
1300,27,629.1,-271.1
1300,27,-561.4,-392.6
1300,27,-561.4,392.6
1300,27,561.4,392.6
1300,27,561.4,-392.6
1300,27,-470.5,-497.9
1300,27,-470.5,497.9
1300,27,470.5,497.9
1300,27,470.5,-497.9
1300,27,-360.2,-582.7
1300,27,-360.2,582.7
1300,27,360.2,582.7
1300,27,360.2,-582.7
1300,27,685,0
1300,28,681.5,69.6
1300,28,-681.5,69.6
1300,28,681.5,-69.6
1300,28,-681.5,-69.6
1300,28,147.5,668.9
1300,28,-147.5,668.9
1300,28,-147.5,-668.9
1300,28,147.5,-668.9
1300,28,-653.4,-205.8
1300,28,-653.4,205.8
1300,28,653.4,205.8
1300,28,653.4,-205.8
1300,28,-598.3,-333.6
1300,28,-598.3,333.6
1300,28,598.3,333.6
1300,28,598.3,-333.6
1300,28,-518.6,-447.5
1300,28,-518.6,447.5
1300,28,518.6,447.5
1300,28,518.6,-447.5
1300,28,-417.5,-543.1
1300,28,-417.5,543.1
1300,28,417.5,543.1
1300,28,417.5,-543.1
1300,28,-299.2,-616.2
1300,28,-299.2,616.2
1300,28,299.2,616.2
1300,28,299.2,-616.2
1400,4,635.3,369.7
1400,4,-635.3,369.7
1400,4,-635.3,-369.7
1400,4,635.3,-369.7
1400,5,561.8,474
1400,5,-561.8,474
1400,5,-561.8,-474
1400,5,561.8,-474
1400,5,735,0
1400,6,735,0
1400,6,-735,0
1400,6,561.8,474
1400,6,-561.8,474
1400,6,-561.8,-474
1400,6,561.8,-474
1400,7,735,0
1400,7,-735,0
1400,7,496.1,542.3
1400,7,-496.1,542.3
1400,7,-496.1,-542.3
1400,7,496.1,-542.3
