D_pile,nb,x,y
1400,7,735,0
1400,8,731.7,69.3
1400,8,-731.7,69.3
1400,8,731.7,-69.3
1400,8,-731.7,-69.3
1400,8,496.1,542.3
1400,8,-496.1,542.3
1400,8,-496.1,-542.3
1400,8,496.1,-542.3
1400,9,731.7,69.3
1400,9,-731.7,69.3
1400,9,731.7,-69.3
1400,9,-731.7,-69.3
1400,9,420,603.2
1400,9,-420,603.2
1400,9,-420,-603.2
1400,9,420,-603.2
1400,9,735,0
1400,10,735,0
1400,10,-735,0
1400,10,420,603.2
1400,10,-420,603.2
1400,10,-420,-603.2
1400,10,420,-603.2
1400,10,-721.9,-138
1400,10,-721.9,138
1400,10,721.9,138
1400,10,721.9,-138
1400,11,735,0
1400,11,-735,0
1400,11,338.6,652.4
1400,11,-338.6,652.4
1400,11,-338.6,-652.4
1400,11,338.6,-652.4
1400,11,-721.9,-138
1400,11,-721.9,138
1400,11,721.9,138
1400,11,721.9,-138
1400,11,735,0
1400,12,731.7,69.3
1400,12,-731.7,69.3
1400,12,731.7,-69.3
1400,12,-731.7,-69.3
1400,12,338.6,652.4
1400,12,-338.6,652.4
1400,12,-338.6,-652.4
1400,12,338.6,-652.4
1400,12,-705.7,-205.4
1400,12,-705.7,205.4
1400,12,705.7,205.4
1400,12,705.7,-205.4
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,397.1,-618.5
1400,13,735,0
1400,14,735,0
1400,14,-735,0
1400,14,286.1,677
1400,14,-286.1,677
1400,14,-286.1,-677
1400,14,286.1,-677
1400,14,-721.9,-138
1400,14,-721.9,138
1400,14,721.9,138
1400,14,721.9,-138
1400,14,-683.2,-271.1
1400,14,-683.2,271.1
1400,14,683.2,271.1
1400,14,683.2,-271.1
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,397.1,-618.5
1400,15,735,0
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,16,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,397.1,-618.5
1400,17,735,0
1400,18,735,0
1400,18,-735,0
1400,18,244.1,693.3
1400,18,-244.1,693.3
1400,18,-244.1,-693.3
1400,18,244.1,-693.3
1400,18,-721.9,-138
1400,18,-721.9,138
1400,18,721.9,138
1400,18,721.9,-138
1400,18,-683.2,-271.1
1400,18,-683.2,271.1
1400,18,683.2,271.1
1400,18,683.2,-271.1
1400,18,-620.2,-394.5
1400,18,-620.2,394.5
1400,18,620.2,394.5
1400,18,620.2,-394.5
1400,19,735,0
1400,19,-735,0
1400,19,249.4,691.4
1400,19,-249.4,691.4
1400,19,-249.4,-691.4
1400,19,249.4,-691.4
1400,19,-721.9,-138
1400,19,-721.9,138
1400,19,721.9,138
1400,19,721.9,-138
1400,19,-683.2,-271.1
1400,19,-683.2,271.1
1400,19,683.2,271.1
1400,19,683.2,-271.1
1400,19,-620.2,-394.5
1400,19,-620.2,394.5
1400,19,620.2,394.5
1400,19,620.2,-394.5
1400,19,735,0
1400,20,731.7,69.3
1400,20,-731.7,69.3
1400,20,731.7,-69.3
1400,20,-731.7,-69.3
1400,20,249.4,691.4
1400,20,-249.4,691.4
1400,20,-249.4,-691.4
1400,20,249.4,-691.4
1400,20,-705.7,-205.4
1400,20,-705.7,205.4
1400,20,705.7,205.4
1400,20,705.7,-205.4
1400,20,-654.6,-334.3
1400,20,-654.6,334.3
1400,20,654.6,334.3
1400,20,654.6,-334.3
1400,20,-580.2,-451.2
1400,20,-580.2,451.2
1400,20,580.2,451.2
1400,20,580.2,-451.2
1400,21,731.7,69.3
1400,21,-731.7,69.3
1400,21,731.7,-69.3
1400,21,-731.7,-69.3
1400,21,309.8,666.5
1400,21,-309.8,666.5
1400,21,-309.8,-666.5
1400,21,309.8,-666.5
1400,21,-705.7,-205.4
1400,21,-705.7,205.4
1400,21,705.7,205.4
1400,21,705.7,-205.4
1400,21,-654.6,-334.3
1400,21,-654.6,334.3
1400,21,654.6,334.3
1400,21,654.6,-334.3
1400,21,-580.2,-451.2
1400,21,-580.2,451.2
1400,21,580.2,451.2
1400,21,580.2,-451.2
1400,21,735,0
1400,22,735,0
1400,22,-735,0
1400,22,309.8,666.5
1400,22,-309.8,666.5
1400,22,-309.8,-666.5
1400,22,309.8,-666.5
1400,22,-721.9,-138
1400,22,-721.9,138
1400,22,721.9,138
1400,22,721.9,-138
1400,22,-683.2,-271.1
1400,22,-683.2,271.1
1400,22,683.2,271.1
1400,22,683.2,-271.1
1400,22,-620.2,-394.5
1400,22,-620.2,394.5
1400,22,620.2,394.5
1400,22,620.2,-394.5
1400,22,-535.1,-503.9
1400,22,-535.1,503.9
1400,22,535.1,503.9
1400,22,535.1,-503.9
1400,23,735,0
1400,23,-735,0
1400,23,367.5,636.5
1400,23,-367.5,636.5
1400,23,-367.5,-636.5
1400,23,367.5,-636.5
1400,23,-721.9,-138
1400,23,-721.9,138
1400,23,721.9,138
1400,23,721.9,-138
1400,23,-683.2,-271.1
1400,23,-683.2,271.1
1400,23,683.2,271.1
1400,23,683.2,-271.1
1400,23,-620.2,-394.5
1400,23,-620.2,394.5
1400,23,620.2,394.5
1400,23,620.2,-394.5
1400,23,-535.1,-503.9
1400,23,-535.1,503.9
1400,23,535.1,503.9
1400,23,535.1,-503.9
1400,23,735,0
1400,24,731.7,69.3
1400,24,-731.7,69.3
1400,24,731.7,-69.3
1400,24,-731.7,-69.3
1400,24,367.5,636.5
1400,24,-367.5,636.5
1400,24,-367.5,-636.5
1400,24,367.5,-636.5
1400,24,-705.7,-205.4
1400,24,-705.7,205.4
1400,24,705.7,205.4
1400,24,705.7,-205.4
1400,24,-654.6,-334.3
1400,24,-654.6,334.3
1400,24,654.6,334.3
1400,24,654.6,-334.3
1400,24,-580.2,-451.2
1400,24,-580.2,451.2
1400,24,580.2,451.2
1400,24,580.2,-451.2
1400,24,-485.2,-552.1
1400,24,-485.2,552.1
1400,24,485.2,552.1
1400,24,485.2,-552.1
1400,25,731.7,69.3
1400,25,-731.7,69.3
1400,25,731.7,-69.3
1400,25,-731.7,-69.3
1400,25,309.8,666.5
1400,25,-309.8,666.5
1400,25,-309.8,-666.5
1400,25,309.8,-666.5
1400,25,-705.7,-205.4
1400,25,-705.7,205.4
1400,25,705.7,205.4
1400,25,705.7,-205.4
1400,25,-654.6,-334.3
1400,25,-654.6,334.3
1400,25,654.6,334.3
1400,25,654.6,-334.3
1400,25,-580.2,-451.2
1400,25,-580.2,451.2
1400,25,580.2,451.2
1400,25,580.2,-451.2
1400,25,-485.2,-552.1
1400,25,-485.2,552.1
1400,25,485.2,552.1
1400,25,485.2,-552.1
1400,25,735,0
1400,26,735,0
1400,26,-735,0
1400,26,309.8,666.5
1400,26,-309.8,666.5
1400,26,-309.8,-666.5
1400,26,309.8,-666.5
1400,26,-721.9,-138
1400,26,-721.9,138
1400,26,721.9,138
1400,26,721.9,-138
1400,26,-683.2,-271.1
1400,26,-683.2,271.1
1400,26,683.2,271.1
1400,26,683.2,-271.1
1400,26,-620.2,-394.5
1400,26,-620.2,394.5
1400,26,620.2,394.5
1400,26,620.2,-394.5
1400,26,-535.1,-503.9
1400,26,-535.1,503.9
1400,26,535.1,503.9
1400,26,535.1,-503.9
1400,26,-431,-595.4
1400,26,-431,595.4
1400,26,431,595.4
1400,26,431,-595.4
1400,27,735,0
1400,27,-735,0
1400,27,249.4,691.4
1400,27,-249.4,691.4
1400,27,-249.4,-691.4
1400,27,249.4,-691.4
1400,27,-721.9,-138
1400,27,-721.9,138
1400,27,721.9,138
1400,27,721.9,-138
1400,27,-683.2,-271.1
1400,27,-683.2,271.1
1400,27,683.2,271.1
1400,27,683.2,-271.1
1400,27,-620.2,-394.5
1400,27,-620.2,394.5
1400,27,620.2,394.5
1400,27,620.2,-394.5
1400,27,-535.1,-503.9
1400,27,-535.1,503.9
1400,27,535.1,503.9
1400,27,535.1,-503.9
1400,27,-431,-595.4
1400,27,-431,595.4
1400,27,431,595.4
1400,27,431,-595.4
1400,27,735,0
1400,28,731.7,69.3
1400,28,-731.7,69.3
1400,28,731.7,-69.3
1400,28,-731.7,-69.3
1400,28,249.4,691.4
1400,28,-249.4,691.4
1400,28,-249.4,-691.4
1400,28,249.4,-691.4
1400,28,-705.7,-205.4
1400,28,-705.7,205.4
1400,28,705.7,205.4
1400,28,705.7,-205.4
1400,28,-654.6,-334.3
1400,28,-654.6,334.3
1400,28,654.6,334.3
1400,28,654.6,-334.3
1400,28,-580.2,-451.2
1400,28,-580.2,451.2
1400,28,580.2,451.2
1400,28,580.2,-451.2
1400,28,-485.2,-552.1
1400,28,-485.2,552.1
1400,28,485.2,552.1
1400,28,485.2,-552.1
1400,28,-372.9,-633.4
1400,28,-372.9,633.4
1400,28,372.9,633.4
1400,28,372.9,-633.4
1400,29,731.7,69.3
1400,29,-731.7,69.3
1400,29,731.7,-69.3
1400,29,-731.7,-69.3
1400,29,157.5,717.9
1400,29,-157.5,717.9
1400,29,-157.5,-717.9
1400,29,157.5,-717.9
1400,29,-705.7,-205.4
1400,29,-705.7,205.4
1400,29,705.7,205.4
1400,29,705.7,-205.4
1400,29,-654.6,-334.3
1400,29,-654.6,334.3
1400,29,654.6,334.3
1400,29,654.6,-334.3
1400,29,-580.2,-451.2
1400,29,-580.2,451.2
1400,29,580.2,451.2
1400,29,580.2,-451.2
1400,29,-485.2,-552.1
1400,29,-485.2,552.1
1400,29,485.2,552.1
1400,29,485.2,-552.1
1400,29,-372.9,-633.4
1400,29,-372.9,633.4
1400,29,372.9,633.4
1400,29,372.9,-633.4
1400,29,735,0
1400,30,735,0
1400,30,-735,0
1400,30,157.5,717.9
1400,30,-157.5,717.9
1400,30,-157.5,-717.9
1400,30,157.5,-717.9
1400,30,-721.9,-138
1400,30,-721.9,138
1400,30,721.9,138
1400,30,721.9,-138
1400,30,-683.2,-271.1
1400,30,-683.2,271.1
1400,30,683.2,271.1
1400,30,683.2,-271.1
1400,30,-620.2,-394.5
1400,30,-620.2,394.5
1400,30,620.2,394.5
1400,30,620.2,-394.5
1400,30,-535.1,-503.9
1400,30,-535.1,503.9
1400,30,535.1,503.9
1400,30,535.1,-503.9
1400,30,-431,-595.4
1400,30,-431,595.4
1400,30,431,595.4
1400,30,431,-595.4
1400,30,-311.5,-665.7
1400,30,-311.5,665.7
1400,30,311.5,665.7
1400,30,311.5,-665.7
1500,4,677.7,396.1
1500,4,-677.7,396.1
1500,4,-677.7,-396.1
1500,4,677.7,-396.1
1500,5,599.2,507.1
1500,5,-599.2,507.1
1500,5,-599.2,-507.1
1500,5,599.2,-507.1
1500,5,785,0
1500,6,785,0
1500,6,-785,0
1500,6,599.2,507.1
1500,6,-599.2,507.1
1500,6,-599.2,-507.1
1500,6,599.2,-507.1
1500,7,785,0
1500,7,-785,0
1500,7,528.6,580.4
1500,7,-528.6,580.4
1500,7,-528.6,-580.4
1500,7,528.6,-580.4
1500,7,785,0
1500,8,782,69.1
1500,8,-782,69.1
1500,8,782,-69.1
1500,8,-782,-69.1
1500,8,528.6,580.4
1500,8,-528.6,580.4
1500,8,-528.6,-580.4
1500,8,528.6,-580.4
1500,9,782,69.1
1500,9,-782,69.1
1500,9,782,-69.1
1500,9,-782,-69.1
1500,9,450.1,643.2
1500,9,-450.1,643.2
1500,9,-450.1,-643.2
1500,9,450.1,-643.2
1500,9,785,0
1500,10,785,0
1500,10,-785,0
1500,10,450.1,643.2
1500,10,-450.1,643.2
1500,10,-450.1,-643.2
1500,10,450.1,-643.2
1500,10,-772.8,-137.6
1500,10,-772.8,137.6
1500,10,772.8,137.6
1500,10,772.8,-137.6
1500,11,785,0
1500,11,-785,0
1500,11,361.1,697
1500,11,-361.1,697
1500,11,-361.1,-697
1500,11,361.1,-697
1500,11,-772.8,-137.6
1500,11,-772.8,137.6
1500,11,772.8,137.6
1500,11,772.8,-137.6
1500,11,785,0
1500,12,782,69.1
1500,12,-782,69.1
1500,12,782,-69.1
1500,12,-782,-69.1
1500,12,361.1,697
1500,12,-361.1,697
1500,12,-361.1,-697
1500,12,361.1,-697
1500,12,-757.7,-205.1
1500,12,-757.7,205.1
1500,12,757.7,205.1
1500,12,757.7,-205.1
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,424.1,-660.6
1500,13,785,0
1500,14,785,0
1500,14,-785,0
1500,14,311.4,720.6
1500,14,-311.4,720.6
1500,14,-311.4,-720.6
1500,14,311.4,-720.6
1500,14,-772.8,-137.6
1500,14,-772.8,137.6
1500,14,772.8,137.6
1500,14,772.8,-137.6
1500,14,-736.7,-271
1500,14,-736.7,271
1500,14,736.7,271
1500,14,736.7,-271
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,424.1,-660.6
1500,15,785,0
1500,16,782,69.1
1500,16,-782,69.1
1500,16,782,-69.1
1500,16,-782,-69.1
1500,16,293.1,728.2
1500,16,-293.1,728.2
1500,16,-293.1,-728.2
1500,16,293.1,-728.2
1500,16,-757.7,-205.1
1500,16,-757.7,205.1
1500,16,757.7,205.1
1500,16,757.7,-205.1
1500,16,-710,-334.8
1500,16,-710,334.8
1500,16,710,334.8
1500,16,710,-334.8
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,424.1,-660.6
1500,17,785,0
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,18,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,424.1,-660.6
1500,19,785,0
1500,20,782,69.1
1500,20,-782,69.1
1500,20,782,-69.1
1500,20,-782,-69.1
1500,20,266.9,738.2
1500,20,-266.9,738.2
1500,20,-266.9,-738.2
1500,20,266.9,-738.2
1500,20,-757.7,-205.1
1500,20,-757.7,205.1
1500,20,757.7,205.1
1500,20,757.7,-205.1
1500,20,-710,-334.8
1500,20,-710,334.8
1500,20,710,334.8
1500,20,710,-334.8
1500,20,-640.4,-454.1
1500,20,-640.4,454.1
1500,20,640.4,454.1
1500,20,640.4,-454.1
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,424.1,-660.6
1500,21,785,0
1500,22,785,0
1500,22,-785,0
1500,22,235.5,748.8
1500,22,-235.5,748.8
1500,22,-235.5,-748.8
1500,22,235.5,-748.8
1500,22,-772.8,-137.6
1500,22,-772.8,137.6
1500,22,772.8,137.6
1500,22,772.8,-137.6
1500,22,-736.7,-271
1500,22,-736.7,271
1500,22,736.7,271
1500,22,736.7,-271
1500,22,-677.8,-396
1500,22,-677.8,396
1500,22,677.8,396
1500,22,677.8,-396
1500,22,-597.9,-508.7
1500,22,-597.9,508.7
1500,22,597.9,508.7
1500,22,597.9,-508.7
1500,23,785,0
1500,23,-785,0
1500,23,329.7,712.4
1500,23,-329.7,712.4
1500,23,-329.7,-712.4
1500,23,329.7,-712.4
1500,23,-772.8,-137.6
1500,23,-772.8,137.6
1500,23,772.8,137.6
1500,23,772.8,-137.6
1500,23,-736.7,-271
1500,23,-736.7,271
1500,23,736.7,271
1500,23,736.7,-271
1500,23,-677.8,-396
1500,23,-677.8,396
1500,23,677.8,396
1500,23,677.8,-396
1500,23,-597.9,-508.7
1500,23,-597.9,508.7
1500,23,597.9,508.7
1500,23,597.9,-508.7
1500,23,785,0
1500,24,782,69.1
1500,24,-782,69.1
1500,24,782,-69.1
1500,24,-782,-69.1
1500,24,329.7,712.4
1500,24,-329.7,712.4
1500,24,-329.7,-712.4
1500,24,329.7,-712.4
1500,24,-757.7,-205.1
1500,24,-757.7,205.1
1500,24,757.7,205.1
1500,24,757.7,-205.1
1500,24,-710,-334.8
1500,24,-710,334.8
1500,24,710,334.8
1500,24,710,-334.8
1500,24,-640.4,-454.1
1500,24,-640.4,454.1
1500,24,640.4,454.1
1500,24,640.4,-454.1
1500,24,-550.8,-559.3
1500,24,-550.8,559.3
1500,24,550.8,559.3
1500,24,550.8,-559.3
1500,25,782,69.1
1500,25,-782,69.1
1500,25,782,-69.1
1500,25,-782,-69.1
1500,25,361.1,697
1500,25,-361.1,697
1500,25,-361.1,-697
1500,25,361.1,-697
1500,25,-757.7,-205.1
1500,25,-757.7,205.1
1500,25,757.7,205.1
1500,25,757.7,-205.1
1500,25,-710,-334.8
1500,25,-710,334.8
1500,25,710,334.8
1500,25,710,-334.8
1500,25,-640.4,-454.1
1500,25,-640.4,454.1
1500,25,640.4,454.1
1500,25,640.4,-454.1
1500,25,-550.8,-559.3
1500,25,-550.8,559.3
1500,25,550.8,559.3
1500,25,550.8,-559.3
1500,25,785,0
1500,26,785,0
1500,26,-785,0
1500,26,361.1,697
1500,26,-361.1,697
1500,26,-361.1,-697
1500,26,361.1,-697
1500,26,-772.8,-137.6
1500,26,-772.8,137.6
1500,26,772.8,137.6
1500,26,772.8,-137.6
1500,26,-736.7,-271
1500,26,-736.7,271
1500,26,736.7,271
1500,26,736.7,-271
1500,26,-677.8,-396
1500,26,-677.8,396
1500,26,677.8,396
1500,26,677.8,-396
1500,26,-597.9,-508.7
1500,26,-597.9,508.7
1500,26,597.9,508.7
1500,26,597.9,-508.7
1500,26,-499.5,-605.6
1500,26,-499.5,605.6
1500,26,499.5,605.6
1500,26,499.5,-605.6
1500,27,785,0
1500,27,-785,0
1500,27,298.3,726.1
1500,27,-298.3,726.1
1500,27,-298.3,-726.1
1500,27,298.3,-726.1
1500,27,-772.8,-137.6
1500,27,-772.8,137.6
1500,27,772.8,137.6
1500,27,772.8,-137.6
1500,27,-736.7,-271
1500,27,-736.7,271
1500,27,736.7,271
1500,27,736.7,-271
1500,27,-677.8,-396
1500,27,-677.8,396
1500,27,677.8,396
1500,27,677.8,-396
1500,27,-597.9,-508.7
1500,27,-597.9,508.7
1500,27,597.9,508.7
1500,27,597.9,-508.7
1500,27,-499.5,-605.6
1500,27,-499.5,605.6
1500,27,499.5,605.6
1500,27,499.5,-605.6
1500,27,785,0
1500,28,782,69.1
1500,28,-782,69.1
1500,28,782,-69.1
1500,28,-782,-69.1
1500,28,298.3,726.1
1500,28,-298.3,726.1
1500,28,-298.3,-726.1
1500,28,298.3,-726.1
1500,28,-757.7,-205.1
1500,28,-757.7,205.1
1500,28,757.7,205.1
1500,28,757.7,-205.1
1500,28,-710,-334.8
1500,28,-710,334.8
1500,28,710,334.8
1500,28,710,-334.8
1500,28,-640.4,-454.1
1500,28,-640.4,454.1
1500,28,640.4,454.1
1500,28,640.4,-454.1
1500,28,-550.8,-559.3
1500,28,-550.8,559.3
1500,28,550.8,559.3
1500,28,550.8,-559.3
1500,28,-444.2,-647.2
1500,28,-444.2,647.2
1500,28,444.2,647.2
1500,28,444.2,-647.2
1500,29,782,69.1
1500,29,-782,69.1
1500,29,782,-69.1
1500,29,-782,-69.1
1500,29,235.5,748.8
1500,29,-235.5,748.8
1500,29,-235.5,-748.8
1500,29,235.5,-748.8
1500,29,-757.7,-205.1
1500,29,-757.7,205.1
1500,29,757.7,205.1
1500,29,757.7,-205.1
1500,29,-710,-334.8
1500,29,-710,334.8
1500,29,710,334.8
1500,29,710,-334.8
1500,29,-640.4,-454.1
1500,29,-640.4,454.1
1500,29,640.4,454.1
1500,29,640.4,-454.1
1500,29,-550.8,-559.3
1500,29,-550.8,559.3
1500,29,550.8,559.3
1500,29,550.8,-559.3
1500,29,-444.2,-647.2
1500,29,-444.2,647.2
1500,29,444.2,647.2
1500,29,444.2,-647.2
1500,29,785,0
1500,30,785,0
1500,30,-785,0
1500,30,235.5,748.8
1500,30,-235.5,748.8
1500,30,-235.5,-748.8
1500,30,235.5,-748.8
1500,30,-772.8,-137.6
1500,30,-772.8,137.6
1500,30,772.8,137.6
1500,30,772.8,-137.6
1500,30,-736.7,-271
1500,30,-736.7,271
1500,30,736.7,271
1500,30,736.7,-271
1500,30,-677.8,-396
1500,30,-677.8,396
1500,30,677.8,396
1500,30,677.8,-396
1500,30,-597.9,-508.7
1500,30,-597.9,508.7
1500,30,597.9,508.7
1500,30,597.9,-508.7
1500,30,-499.5,-605.6
1500,30,-499.5,605.6
1500,30,499.5,605.6
1500,30,499.5,-605.6
1500,30,-385.6,-683.8
1500,30,-385.6,683.8
1500,30,385.6,683.8
1500,30,385.6,-683.8
1500,31,785,0
1500,31,-785,0
1500,31,167.5,766.9
1500,31,-167.5,766.9
1500,31,-167.5,-766.9
1500,31,167.5,-766.9
1500,31,-772.8,-137.6
1500,31,-772.8,137.6
1500,31,772.8,137.6
1500,31,772.8,-137.6
1500,31,-736.7,-271
1500,31,-736.7,271
1500,31,736.7,271
1500,31,736.7,-271
1500,31,-677.8,-396
1500,31,-677.8,396
1500,31,677.8,396
1500,31,677.8,-396
1500,31,-597.9,-508.7
1500,31,-597.9,508.7
1500,31,597.9,508.7
1500,31,597.9,-508.7
1500,31,-499.5,-605.6
1500,31,-499.5,605.6
1500,31,499.5,605.6
1500,31,499.5,-605.6
1500,31,-385.6,-683.8
1500,31,-385.6,683.8
1500,31,385.6,683.8
1500,31,385.6,-683.8
1500,31,785,0
1500,32,782,69.1
1500,32,-782,69.1
1500,32,782,-69.1
1500,32,-782,-69.1
1500,32,167.5,766.9
1500,32,-167.5,766.9
1500,32,-167.5,-766.9
1500,32,167.5,-766.9
1500,32,-757.7,-205.1
1500,32,-757.7,205.1
1500,32,757.7,205.1
1500,32,757.7,-205.1
1500,32,-710,-334.8
1500,32,-710,334.8
1500,32,710,334.8
1500,32,710,-334.8
1500,32,-640.4,-454.1
1500,32,-640.4,454.1
1500,32,640.4,454.1
1500,32,640.4,-454.1
1500,32,-550.8,-559.3
1500,32,-550.8,559.3
1500,32,550.8,559.3
1500,32,550.8,-559.3
1500,32,-444.2,-647.2
1500,32,-444.2,647.2
1500,32,444.2,647.2
1500,32,444.2,-647.2
1500,32,-323.9,-715.1
1500,32,-323.9,715.1
1500,32,323.9,715.1
1500,32,323.9,-715.1
